作者,讚數,時間,連結,貼文內容
跟著領隊玩,2,2024-04-21,https://www.facebook.com/groups/traveler168/posts/1859207654594610,#海景房 #溫泉旅館 #礁溪溫泉 住宿，海景第一排，房間就有雙湯池，沒什麼公社，賣點還有頂樓無邊際泳池，適合窩在房間！#煙波大飯店蘇澳四季雙泉館~~~~煙波大飯店蘇澳四季雙泉館地址： 270宜蘭縣蘇澳鎮中正路38號039966600
李冠毅,1,2024-04-21,https://www.facebook.com/groups/traveler168/posts/1859171211264921,嗨各位旅遊愛好者！我最近探索了日本九州的一個神秘之地 - 黑川溫泉！在這個以黑色為主題的溫泉景點，我發現了許多驚喜，從迷人的黑色溫泉到必吃的特色美食，還有古色古香的建築，每間都是溫泉飯店，絕對值得一遊！我已將我的探險之旅拍成影片，快來一起感受這片神奇的地方吧！點擊連結觀看影片，也歡迎分享給喜歡旅遊的朋友們一起探索！#黑川溫泉 #日本旅遊 #旅行探險 #美食探索
Kimmy World Words So 握握手-帶你玩泰國,2,2024-04-21,https://www.facebook.com/groups/traveler168/posts/1859135434601832,這集遠離熱門的曼谷​探索泰國的隱秘的小鎮－桑卡布里 Sangkhlaburi ​ 每年僅露面一次的神秘水中廟 穿上族人的傳統服飾！體驗當地生活方式 零觀光客！深度遊泰國 泰國最長木橋（被湖水與晨霧環繞）如詩如畫景象～超仙​交通、美食、景點、歷史詳細攻略每步都踏在歷史的印記上～一起探索種族融合的在地色彩​ #完整影片連結在留言區喲
饒昀,0,2024-04-21,https://www.facebook.com/groups/traveler168/posts/1859115037937205,壽豐休閒農業區小旅行
跟著領隊玩,1,2024-04-21,https://www.facebook.com/groups/traveler168/posts/1859093671272675,這間西門町的楊桃冰老店，從讀西門國小就看過了， 但是快３０年我才知道，他們家有楊桃冰＠＠，因為我都買楊桃汁全文閱讀：https://reurl.cc/ZeQNg3
曾瀞葳,1,2024-04-21,https://www.facebook.com/groups/traveler168/posts/1859116377937071,台北新秘境×打卡熱點│日式百年町屋群新興文創聚落 #从森 打造台版IKEA秘境小森林 #0km山物所 選物×咖啡×甜點永康街商圈延伸文青輕旅行美如雜誌封面的懷舊場景超好拍你知道嗎？日本神社鳥居的高大木材來自台灣神木～我們愛去的許多日本古蹟都有台灣神木～台灣盛產樟木，樟腦其實被拿去做砲彈......台北市又有人氣新興文創聚落、秘境小森林，坐落於大安區金山南路、鄰近永康街商圈的百年日式歷史建築群的「从森」（从，讀音從），和「0km山物所」。充滿懷舊風情的古蹟群宛若「#城市中的山林入口」，座落著6棟百年木造建築，為日本殖民時期的「#總督府山林課宿舍群」。歷經8年，修舊如舊，還將小森林融入百年古蹟，「从森」有趣又有質感的國產材展，加上今年2024/3/22剛開幕的「0km山物所」特色選物和咖啡、餐廳，好玩、好拍又好吃！吸引無數文青、網美、親子和遊客前來窺探歷史軌跡、感受森林友善環境，成為台北市熱門打卡話題新景點。#北台灣第一間國產材產品體驗館「从森」聚焦「木‧質‧生活國產材展」提供免費參觀、休閒的好去處，林業保育署為了讓大家認識台灣的優質國產木材，展出以國產材製作的優質工藝選物和生活體驗，寓教於樂，老少咸宜。2023年9月開幕的北台灣第一間國產材產品體驗館「从森」引起我的興趣，向來喜愛親近大自然，喜歡有溫度的木質建材、家具、文具和生活物件，還有懷舊古厝老木屋的我，常上山走走，但對台灣木材還真是陌生！「#彩虹色的台灣原生種杉木」-台灣杉、 #外銷杜拜的300萬相思木浴缸…..以及琳瑯滿目以台灣材設計、製作的精美家具、文創產品，讓人眼前一亮！「从森」規劃了4個區域：「國產材展示區」、「木育體驗區」、「木竹廊道」、「情境體驗區」。令人驚喜的是，他們竟打造了「#台版IKEA」～像IKEA一樣許多的情境展示空間！「从森」嚴選的生活好物個個有來頭，在古厝裡精心規劃了客廳、餐廳、和室、書房，運用國內多家國產材廠商製作的建材、家具和文創商品，以巧思打造居家生活的情境體驗區，遊客可以如在家般，透過視、聽、嗅、味、觸覺五感這邊坐坐、那裡摸摸、玩玩……輕鬆體會國產木、竹的美好，簡直像在欣賞藝術創作！出乎意料的好玩！有趣！好喜歡！透過專業又有趣的導覽，不但輕鬆認識國產材，還玩起各種體驗！#台北文創#台北新景點#台北文創聚落#台北新秘境#打卡熱點#網美 #美拍#環遊世界366天#水靜葳環遊世界366天https://travel366days.com/台北「从森」國產材展示體驗所/
跟著領隊玩,9,2024-04-21,https://www.facebook.com/groups/traveler168/posts/1859091231272919,下車就到玩水區超親民玩水景點，下車就到玩水區，水簾SPA大瀑布，還有全台唯二的冷泉，更是罕見的碳酸與硫磺共生泉，還有好吃的鐵板山豬肉，夏天來這就對了！全文閱讀：https://taiwantour.info/hsinchus-beipu-cold-springs/
Lu Zheng,2,2024-04-20,https://www.facebook.com/groups/traveler168/posts/1858950894620286,治癒自己的方式有很多種，下廚就是其中一種生活是可以穿上圍裙做飯，也能換上小裙子去工作不是隻會上班，更不止是隻會做飯
Kao May,0,2024-04-21,https://www.facebook.com/groups/traveler168/posts/1858939494621426,#彰化 #海產店來到彰化芳苑可不能錯過當地的蚵仔美食啦，這間餐廳是我們每次來芳苑都會光顧的，招牌炸蚵嗲料滿皮脆、傳統蚵仔煎每一口都可以吃到蚵仔與韭菜，川燙蒜泥蚵顆顆飽滿鮮美，餐廳還有很多料理，很適合多人聚餐，吃完還可以去附近的海邊走走、餵餵可愛的海牛!
迪家 爆紅炸物,0,2024-04-21,https://www.facebook.com/groups/traveler168/posts/1858953551286687,迪家 爆紅炸物
孫曼曼,1,2024-04-21,https://www.facebook.com/groups/traveler168/posts/1858979571284085,
劉鵬,1,2024-04-21,https://www.facebook.com/groups/traveler168/posts/1859020454613330,全島面積約為5620平方千米，地處赤道，典型的熱帶雨林氣候。
Jasmine Tseng,0,2024-04-21,https://www.facebook.com/groups/traveler168/posts/1859063584609017,https://mypaper.pchome.com.tw/520aahhsyl/post/1381780344可以發現這個很冷門的海邊而且都會有善心人士清理這邊很乾淨 人煙稀少 人群安全不用擔憂退潮漲潮都沒有很快 但是時間要抓好 上次我媽過膝蓋了嗯 空氣很好
米米mimi ｜旅遊｜美食｜生活｜,3,2024-04-21,https://www.facebook.com/groups/traveler168/posts/1859063884608987,觸手可及的浪漫.桃紅花旗木一整區的花旗木，漫步其中就像在日本櫻花海的感覺，超浪漫的~
高樂天,2,2024-04-21,https://www.facebook.com/groups/traveler168/posts/1859061597942549,隱身巷弄裡老宅專業咖啡廳，主理人榮獲2015年TISCA全國虹吸咖啡競賽冠軍，咖啡跟肉桂捲絕對不能錯過喔！「咖啡足矣Coffee Serenity」。「咖啡足矣 Coffee Serenity」是看到格友極力推薦才收入口袋名單，網路Google有425則評論竟然獲得4.9顆星，幾乎無負評當然要專程前來品嚐與分享，這間「咖啡足矣 Coffee Serenity」創立至今應該有2年多時間吧！咖啡廳是一對年輕夫妻共同經營中，這棟老宅我猜應是60年代的建物，基本上維持老屋原始樣貌來改造，沒有奢華裝潢卻帶著懷舊氣息，小高品嚐覺得很美味定價合理範圍，值得樂天小高極力推薦給您品嚐。＃咖啡足矣CoffeeSerenity ＃新興區 ＃高雄 ＃高雄美食 ＃甜點 ＃日式 ＃早午餐 ＃咖啡 ＃樂天小高 ＃美食 ＃高樂天 ＃樂天 ＃吃
梁功力,0,2024-04-21,https://www.facebook.com/groups/traveler168/posts/1859059294609446,梁功力
高樂天,1,2024-04-21,https://www.facebook.com/groups/traveler168/posts/1859058021276240,隱身巷弄裡老宅專業咖啡廳，主理人榮獲2015年TISCA全國虹吸咖啡競賽冠軍，咖啡跟肉桂捲絕對不能錯過喔！「咖啡足矣Coffee Serenity」。「咖啡足矣 Coffee Serenity」是看到格友極力推薦才收入口袋名單，網路Google有425則評論竟然獲得4.9顆星，幾乎無負評當然要專程前來品嚐與分享，這間「咖啡足矣 Coffee Serenity」創立至今應該有2年多時間吧！咖啡廳是一對年輕夫妻共同經營中，這棟老宅我猜應是60年代的建物，基本上維持老屋原始樣貌來改造，沒有奢華裝潢卻帶著懷舊氣息，小高品嚐覺得很美味定價合理範圍，值得樂天小高極力推薦給您品嚐。＃咖啡足矣CoffeeSerenity ＃新興區 ＃高雄 ＃高雄美食 ＃甜點 ＃日式 ＃早午餐 ＃咖啡 ＃樂天小高 ＃美食 ＃高樂天 ＃樂天 ＃吃
鄭玉潔,0,2024-04-20,https://www.facebook.com/groups/traveler168/posts/1859019481280094,最後氣勢直接輸人
黃檸檬YELLOWLEMON,3,2024-04-20,https://www.facebook.com/groups/traveler168/posts/1858968564618519,Hello Kitty Cafe店內所有的餐點都是以Hello Kitty的圖像製作，連咖啡的拉花都有！裝潢當然也是可愛無極限啦，還有聯名限定商品可以買買買店家資訊 https://chic.tw/s/RNtgh7N
張育萍,2,2024-04-20,https://www.facebook.com/groups/traveler168/posts/1858867371295305,桃園龍潭美食推薦，龍潭渴望園區美食，Capriccio饗渴望位於龍潭渴望園區美食，「渴望會館」是宏碁集團旗下環保旅館，毗鄰知名景點小人國與六福村主題樂園美食，推出無國界料理美食，餐廳以大地森林系植栽，混搭波希米亞風情，籐編吊燈懸掛，營造出柔和的光影，置身於桃園度假勝地，橫掃IG網美打卡桃園景點，餐點豐富精緻，適合情侶約會與三五好友聚餐，輕鬆規劃渴望會館附近景點，玩樂桃園景點，附饗渴望菜單。來去吃：https://upssmile.com/216517/capriccio-aspireCapriccio饗渴望。電話：03 407 2358。地址：325桃園市龍潭區渴望路428號1F。營業時間：渴望會館早餐07:00–10:00/午餐11:30–14:00/晚餐17:30–21:00。
跟著領隊玩,7,2024-04-19,https://www.facebook.com/groups/traveler168/posts/1858558951326147,秘境必吃美食被原子筆工廠耽誤的甜點店，全台灣第一個無添加的地瓜瑞士捲，美食團購第一名，現在在秘塘旁開店了，吃著超甜的台農五十七號的黃金地瓜做的蛋糕，喝著咖啡吹著微風超享受！Google高達4.6顆星！全文閱讀：https://taiwantour.info/ads-house/
跟著領隊玩,7,2024-04-20,https://www.facebook.com/groups/traveler168/posts/1858849404630435,Google 4.3顆星好評！老婆近年最滿意的甕缸雞，外皮酥脆內多汁，一撕開雞汁到處流，搭配雞油和胡椒更迷人，其他菜色也是鹹香美味，Google 8500多則4.3顆星好評！全文閱讀：https://taiwantour.info/pan-cut-field/
跟著領隊玩,6,2024-04-20,https://www.facebook.com/groups/traveler168/posts/1858914824623893,53處賞螢秘境螢火蟲大爆發的季節來了！就是每年三月下旬到五月，這次新北市農業局推出53處賞螢秘境及各項賞螢遊程，趕快來安排你的浪漫夜晚吧！全文閱讀：https://taiwantour.info/new-taipei-firefly/
高志忠,0,2024-04-20,https://www.facebook.com/groups/traveler168/posts/1858927711289271,5／1～2（三～四）高雄活力學習之旅台北出發   1680報名專線 : 0977605082即將滿團
跟著領隊玩,3,2024-04-20,https://www.facebook.com/groups/traveler168/posts/1858915987957110,
古蹟 虎尾糖廠第三公差宿舍,0,2024-04-19,https://www.facebook.com/groups/traveler168/posts/1858413091340733,『愛有很多種，媽媽就是其中一種』​感恩的五月，雲林記憶Cool二館陪您一起寵愛媽咪，一同度過甜蜜的午後時光～​寵愛媽咪專案一：虎尾糖下午茶(2人份)+2套和服體驗+寵愛媽咪精油按摩30分鐘原價 2000元，五月份母親節暖心價只要❶❻⓿⓿元~前❶⓿組報名成功再贈送，母親節特製抹茶巧克力一份。​​寵愛媽咪專案二：虎尾糖英式下午茶(4人份)+4套和服體驗+寵愛媽咪精油按摩40分鐘原價3000元，五月份寵愛媽咪價只要❷❹⓿⓿元~前❶⓿組報名成功再贈送，母親節特製抹茶巧克力一份。​​寵愛媽咪專案三：母親節誠食餐桌，加碼贈送母親節蛋糕一顆～​四人以上成團，每人600元，堅持保留食材原味，烹調出道地的雲林風味，讓母親節大餐也能吃的豐盛、健康又環保。​-----------------------------------------------------------想了解更多，歡迎洽詢：​雲林記憶cool二館 (古蹟 虎尾糖廠第三公差宿舍)電話：05-632-6465地址：雲林縣虎尾鎮民主九路5號​預約表單：https://forms.gle/Z7deKXgNe2bKduVS8
霧台神山魯凱百步蛇廚藝學校,0,2024-04-20,https://www.facebook.com/groups/traveler168/posts/1858860241296018,https://www.facebook.com/share/iXJuYFEEeCaEnpa1/?mibextid=oFDknk
張育萍,2,2024-04-20,https://www.facebook.com/groups/traveler168/posts/1858867251295317,桃園龍潭美食推薦，龍潭渴望園區美食，Capriccio饗渴望位於龍潭渴望園區美食，「渴望會館」是宏碁集團旗下環保旅館，毗鄰知名景點小人國與六福村主題樂園美食，推出無國界料理美食，餐廳以大地森林系植栽，混搭波希米亞風情，籐編吊燈懸掛，營造出柔和的光影，置身於桃園度假勝地，橫掃IG網美打卡桃園景點，餐點豐富精緻，適合情侶約會與三五好友聚餐，輕鬆規劃渴望會館附近景點，玩樂桃園景點，附饗渴望菜單。來去吃：https://upssmile.com/216517/capriccio-aspireCapriccio饗渴望。電話：03 407 2358。地址：325桃園市龍潭區渴望路428號1F。營業時間：渴望會館早餐07:00–10:00/午餐11:30–14:00/晚餐17:30–21:00。
Elvis She,0,2024-04-20,https://www.facebook.com/groups/traveler168/posts/1858563934658982,泰國自由行 | 曼谷游船 | 遊船參觀湄南河水上人家，有的房子根本豪宅!!!!EP3
厚片魚 愛搞事,1,2024-04-20,https://www.facebook.com/groups/traveler168/posts/1858660144649361,台北信義 #四獸山市民森林碑選擇自己喜歡的一隅 靜靜地等待   小精靈  現身賞螢步道  最佳拍攝時間，是利用太陽 尚未完全消失的餘光，以及悄悄登場的夜幕，兩者光線巧妙的搭配，才能讓照片/ 影片  不會完全死黑 建議要在日落前抵達，需要步行時間進入 #虎山步道，週邊有停車場 松山慈惠堂也可以停
跟著領隊玩,6,2024-04-12,https://www.facebook.com/groups/traveler168/posts/1854058731776169,冷泉螢火蟲秘境一處終年攝氏約18度的冷泉池，可是苗栗南庄在地人的秘境，而且這裡的生態超豐富的！內行人不說真的找不到！還是螢火蟲密境喔！全文閱讀：https://reurl.cc/2YM53a
張育萍,2,2024-04-13,https://www.facebook.com/groups/traveler168/posts/1854832731698769,高雄汕頭沙茶火鍋老字號名店，google評論超過1.2萬則，汕頭泉成沙茶火鍋中山總店位於高雄捷運美麗島站美食，從中午11點營業到凌晨1點，必點鴛鴦鍋300元，推薦汕頭扁魚鍋與麻辣鍋湯底，好吃到韓國瑜也難以抗拒超過80年高雄新興沙茶火鍋，火鍋控必吃。來去吃：https://upssmile.com/215079/bestshantou汕頭泉成沙茶火鍋中山總店。電話：07 288 5599。地址：800高雄市新興區中山橫路7號。營業時間：11:00-01:00。
Po Chen Lin,3,2024-04-14,https://www.facebook.com/groups/traveler168/posts/1855388458309863,"還不知道今年母親節要送媽媽什麼禮物嗎? 何時旅遊幫您準備好帶媽媽去九州看海豚吧九州必搭由布院之森 | 南阿蘇雙鐵道、稻佐山斜坡車、別府溫泉五日九州必搭 ：【由布院之森列車】，九州最有名也最具特色的觀光列車，車廂內充滿古典風韻和木材質感的暖度，與溫泉鄉由布院的熱情好客及自然風光形成了最佳的呼應搭乘中華航空福岡進出天草搭船看海豚九州經典觀光列車~由布院之森睽違七年全線再開~南阿蘇鐵道一晚別府溫泉飯店全程無自理餐出發日期：5/13 (母親節隔天出發) 、6/3 團費 : 34,500元__________詳細行程請加入社群或來電洽尋 :何時旅遊後龍店：https://reurl.cc/9pbnWX歡迎來電/店 037-720778"
衙門打工仔的日常,1,2024-04-19,https://www.facebook.com/groups/traveler168/posts/1858621571319885,澳洲之旅第二天出爐囉今天的行程是透過KKday下訂早上會先去搭普芬比利蒸汽火車(Puffing Billy Railway)，再來則去Maru動物園看澳洲特有動物及用餐(這部分另外自費)，然後再去菲利浦島(Phillip Island)看企鵝歸巢行程上全程都有車輛載送喔！
黃檸檬YELLOWLEMON,3,2024-04-19,https://www.facebook.com/groups/traveler168/posts/1858577274657648,The Flower Fields聽說這是世界十大花海之一，花田面積有55英畝那麼大！種滿各種顏色的花毛茛。正逢滿開，花團錦簇真的是超美，不枉費我們塞車塞那麼久過來了，推薦大家都可以來體驗一下置身花海的感覺喔！花田在這 https://chic.tw/s/Zw6d40M
跟著領隊玩,3,2024-04-19,https://www.facebook.com/groups/traveler168/posts/1858559397992769,#日月潭 最新的湖景飯店，270度無敵視野飽覽湖景及貓囒山景，下午check in時看日落，夕陽染黃了日月潭超美，夜晚更是觀星的好地方，更摘下「台灣飯店最美房間」https://taiwantour.info/hoteldaysunmoonlake/https://www.facebook.com/reel/1605574706844482
林大蒜,0,2024-04-19,https://www.facebook.com/groups/traveler168/posts/1858406321341410,
Kristy Li,0,2024-04-19,https://www.facebook.com/groups/traveler168/posts/1858472018001507,其他團體行程歡迎詢問～
Sinian Li,0,2024-04-19,https://www.facebook.com/groups/traveler168/posts/1858491801332862,新店報報：高雄 開串全台灣首創串燒乾鍋吃到飽，只要799元起～開串結合日式居酒屋、中式鍋物、台式熱炒等複合式餐館這家討論度爆炸，常常訂不到位，分享給大家來朝聖唷！地址：高雄市三民區澄清路460號
高樂天,1,2024-04-19,https://www.facebook.com/groups/traveler168/posts/1858488321333210,台式下午茶小吃，在地飄香超過20年路邊攤中式點心「裕農路燕京烙餅」。小高經常從裕農路上國道到各地出差工作，下午路過慈幼工商就會看到這攤燕京烙餅，印象中已經在這裡設攤很多年時間吧！一時興起順便下車購買品嚐看看，網路沒有資訊因此直接取名「裕農路燕京烙餅」店名，老闆娘說他在這裡設攤營業超過20年，沒有菜單僅賣燕京烙餅這樣簡單的點心，品嚐完覺得美味定價合理範圍，值得樂天小高推薦給您品嚐。＃裕農路燕京烙餅 ＃燕京烙餅 ＃小吃 ＃台南 ＃懶人包 ＃台南美食 ＃台式下午茶 ＃樂天小高 ＃美食 ＃高樂天 ＃樂天 ＃吃
Kristy Li,0,2024-04-19,https://www.facebook.com/groups/traveler168/posts/1858471824668193,其他團體行程歡迎詢問～
Kristy Li,0,2024-04-19,https://www.facebook.com/groups/traveler168/posts/1858470358001673,其他團體行程歡迎詢問～
Teresa Chen,2,2024-04-19,https://www.facebook.com/groups/traveler168/posts/1858464911335551,這裡真的美爆，大大推~日本東北田澤湖旁的辰子像，相傳是有一位女子名叫辰子，因為想要永保青春，所以像大藏觀音許願，觀音告知喝了田澤湖的湖水之後就可以永保青春美麗，於是辰子喝了湖水，結果越來越渴直到最後將湖水喝乾了，便化身成龍沉入湖底，因此在這裡肅立一個金色的辰子像來紀念~詳細圖文介紹請參考留言處部落格進入泰瑞莎異想世界一起趴趴走 https://taitai.com.tw/japantravel-yokote-shi-azawako/
享受生活不無聊。規小孫,5,2024-04-19,https://www.facebook.com/groups/traveler168/posts/1858306414684734,享受生活不無聊。規小孫
江曼寧,0,2024-04-19,https://www.facebook.com/groups/traveler168/posts/1858436554671720,北海道富良野花田+洞爺花火節6/7日限定六~九月 行程再加碼升等33900 起富良野豐富自助式午餐再送哈蜜瓜吃到飽行程加量不加價，保證客人吃好吃滿尼克斯海洋公園~含午餐日式壽喜燒吃到飽洞爺湖飯店~長腳蟹百匯吃到飽三大蟹~帝王蟹、毛蟹、長腳蟹含飲料吃到飽諮詢請洽服務專員：雙向旅行社 曼曼 0970-978-427https://bit.ly/各國旅遊優惠找曼曼-------------------------更多旅遊行程https://bit.ly/國內外旅遊資訊雙向國際旅行社 綜合旅行社交觀綜字212400號│品保北644號
三隻小熊吃喝玩樂,5,2024-04-19,https://www.facebook.com/groups/traveler168/posts/1858270401355002,
跟著領隊玩,7,2024-04-19,https://www.facebook.com/groups/traveler168/posts/1858389038009805,平日兩人房只要966元起！全台第一間棒球主題飯店，內藏1500多件實戰球衣服，3000多顆簽名球，2000多隻實戰球棒，簽名球星卡等，還有免費下午茶和宵夜！旁邊就是六合夜市和高雄車站超方便！平日兩人房只要966元起！全文閱讀：https://taiwantour.info/baseball/
Linda Yang,2,2024-04-19,https://www.facebook.com/groups/traveler168/posts/1858257014689674,"馬蹄灣. 科罗拉多河, 全美第六長河。 Horseshoe Bend. Colorado river，the 6th longest in the nation. YouTube: https://youtube.com/shorts/1l-vL796gNU Facebook: https://www.facebook.com/reel/396709709936461"
Yu Chen,3,2024-04-19,https://www.facebook.com/groups/traveler168/posts/1858336551348387,【藏王溫泉】在日本算是古老的悠久溫泉，若來東北山形縣旅遊，我想除了【銀山溫泉】外，很多人都會想來【藏王溫泉】這裡，尤其冬天【藏王樹冰】因風雪而產生的造形之千變萬化，更是令人驚豔，這篇分享如何前往【藏王溫泉】的交通以及搭纜車的車站。
Good Driver,1,2024-04-19,https://www.facebook.com/groups/traveler168/posts/1858388671343175,【為您的旅行  加點美好】即日起~6/30止刷卡訂購全球通機場接送 送機+接機乘車服務，CENTURION系列商品立馬GET到手p.s 乘車日期需於2024/03/01至2024/06/30活動銀行:國泰世華https://cathaybk.win-john.com/promotions.html兆豐銀行https://win-john.com/megabank/王道銀行https://o-bank.win-john.com/promotions.htmlLine@: @508uhfidIG: auto23376437官網: https://autolease.com.tw/服務電話: 0800-810168服務時間: AM 08:30 ~ PM 17:30
張育萍,1,2024-04-19,https://www.facebook.com/groups/traveler168/posts/1858334958015213,拿過全台鵝肉飯第三名的鵝肉老店，台北好吃鵝肉專賣店，大全鵝肉專門店位於松山區南京東路五段巷弄美食，主打台北鹹水鵝專賣店，店內還有販售煙燻鵝肉，一人來用餐可點大全鵝肉便當125元，點了鵝肉腿部位300元、鵝油糙米飯25元、鵝腸拌豆芽100元、米血糕45元，鵝肉皮Ｑ肉嫩入口滑溜，好美味，捷運南京三民站美食。來去吃：https://upssmile.com/216337/daquan-goose-store大全鵝肉專門店。電話：02 2763 0551。地址：105台北市松山區南京東路五段123巷1弄25號。營業時間：11:00-20:00。(週日公休)
胡晟昊,0,2024-04-19,https://www.facebook.com/groups/traveler168/posts/1858295944685781,
宏家旅遊,0,2024-04-19,https://www.facebook.com/groups/traveler168/posts/1858278634687512,宏家旅遊
九歐旅行家-露營車出租-車泊車宿,0,2024-04-19,https://www.facebook.com/groups/traveler168/posts/1858268051355237,來看看露營車出遊的美好時光
跟著領隊玩,6,2024-04-19,https://www.facebook.com/groups/traveler168/posts/1858265498022159,
Qian Hedy,1,2024-04-19,https://www.facebook.com/groups/traveler168/posts/1858012834714092,#宜蘭三星住宿｜#禾光同晨被山和田環繞的禾光同晨民宿，房內提供戲水池，適合親子旅客，小朋友在房內就能泡泡水。我最喜歡禾光同晨的是早餐，內容豐富又美味，還有天然酵母發酵的麵包文中還有三星景點介紹 
跟著領隊玩,7,2024-04-19,https://www.facebook.com/groups/traveler168/posts/1858251054690270,五月雪來襲新北知名油桐花公園，每到四~五月都會有大批遊客前往，就是為了一睹美麗的五月雪油桐花，Sky就教大家如何前往吧！全文閱讀：https://reurl.cc/Rq158Z
Anna Shih,2,2024-04-19,https://www.facebook.com/groups/traveler168/posts/1858251328023576,
John Lin,1,2024-04-19,https://www.facebook.com/groups/traveler168/posts/1858249184690457,
Jen-Jr  Ren,1,2024-04-19,https://www.facebook.com/groups/traveler168/posts/1858055178043191,"旅遊任我行-找到了歐洲巴爾幹半島-九個國家遊一次帶您玩17天 只要  85,900 含稅金【9國共10個世界文化遺產】匈牙利-布達佩斯舊城區羅馬尼亞-吸血鬼德古拉城堡保加利亞-粉色玫瑰卡贊勒克科索沃-格拉恰尼察修道院馬其頓-史高比耶首都阿爾巴尼亞-地拉那首都黑山共和國-科特峽灣世界遺產波士尼亞-莫斯塔爾古橋克羅埃西亞-奧西耶克第四大城 團費 85,900 含稅金7/3、7/9、7/10、7/17、7/24、7/31、8/7、8/14、8/21、8/28、9/4、9/11、9/18、10/2、10/9早鳥優惠贈送小費價值＄６８００元【包含五大景點入內門票】普雷穆爾防禦性教堂布朗城堡（吸血鬼德古拉）鄉村露天博物館博雅納教堂格拉恰尼察修道院雙向國際旅行社旅遊規劃師：任振志(小任)聯絡電話：0917601629LINE 立即報名https://is.gd/MTH41L加入官方LINE報名就送神秘小禮唷"
跟著領隊玩,2,2024-04-19,https://www.facebook.com/groups/traveler168/posts/1858037261378316,#頂樓加蓋 可以買嗎？適合投資嗎？要注意什麼？
Cherry Huang Cherry,0,2024-04-18,https://www.facebook.com/groups/traveler168/posts/1857954804719895,#高雄出發 澳門航空絕美九寨溝８日～黃龍、峨眉山金頂、樂山大佛、熊貓基地、三排椅 無購物/無自費/三排椅/ 世界自然遺產～九寨溝(含景區內環保公車)世界自然遺產～黃龍風景區探尋峨眉山金頂～追尋寧靜、感受壯麗、領略文化精選景點~船遊樂山大佛＋熊貓基地＋仰天窩自拍熊貓＋都江堰南橋夜景特別推薦～九寨魯能希爾頓花園酒店(國際品牌)2晚加贈澳門官也街、威尼斯人自由活動出發日期:5/10售價：33900元起/位不含每位小費300元/天及台胞證費用行程連結https://tour.lifetour.com.tw/detail/TFUK0824NX01......報名請洽：五福旅行社業務：黃秀琴手機：0938039846Line:hhc0101或行動條碼https://line.me/ti/p/AW7BCvVqnO
謝露西,1,2024-04-19,https://www.facebook.com/groups/traveler168/posts/1857938708054838,歐洲之星，是一條連接英國與法國、比利時、荷蘭四個國家的高速鐵路，第一班的歐洲之星駛於1994年11月，至今已經有27年的歷史了！從倫敦到巴黎只要2小時15分鐘~英法員旅的跨國我們就用歐洲之星來移動了！因為搭乘歐洲之星是跨國火車，所以需要過海關與安檢，記得提早一小時抵達，然後護照要先放好在身上～從倫敦咻一下地就到了巴黎了～
Camping Shark,4,2024-04-19,https://www.facebook.com/groups/traveler168/posts/1857954474719928,3000元住飯店全台十家飯店旅行懶人包-基隆篇台灣飯店真的不便宜，這系列我們想挑戰在全台十個縣市用3000塊住不同的飯店，開箱給大家這篇是第六集鯊魚不在家來到了基隆，這是一間充滿綠景的自然系飯店，週末的山海小旅行鯊魚不在家-旅宿蒐藏家IG: camping_shark86
Vivi羅琳追愛旅行ING,0,2024-04-19,https://www.facebook.com/groups/traveler168/posts/1857947294720646,"#巴塞隆納 的電纜是古典黃色的#羅馬尼亞 的電纜是融合現代和古典台灣的電纜要不要也來古典一下呢?Ps.下次和大家分享各國不同的電車。為什麼我要環遊世界呢?請看我的精選：「為什麼我的粉絲頁叫Vivi羅琳追愛旅行ing呢?」https://www.facebook.com/share/p/NAiMCJKe8ceaj1rf/我的精選有：「年過三十四十，沒渡假打工簽，還可以旅居環遊世界嗎？」三部曲Part1,2,3!https://www.facebook.com/share/p/WTu67pJ4GbCAyJhR/「如何月花三萬多旅居環遊歐洲?」Part1~5https://www.facebook.com/share/p/d6DhgPAVRdacLAUQ/一個人長期旅行是很容易受傷的。連結:https://m.facebook.com/story.php?story_fbid=202118972508962&id=100081325810049一個人旅居怎麼交朋友?連結：https://m.facebook.com/story.php?story_fbid=218456320875227&id=100081325810049外國的月亮真的有比較圓嗎?連結：https://m.facebook.com/story.php?story_fbid=381502507903940&id=100081325810049我的IG：Vivi羅琳追愛旅行ING"
米米mimi ｜旅遊｜美食｜生活｜,4,2024-04-17,https://www.facebook.com/groups/traveler168/posts/1857181651463877,西港的純樸小農村金砂里，著名的「花旗木步道」，每當春夏交替，一整排粉紅色的花朵如畫般綻放，美得令人心動。這景色簡直就像一幅動人的畫作，讓人情不自禁地屏息。真的超適合放慢腳步，輕鬆的去欣賞這美麗的景色 
李育青,0,2024-04-18,https://www.facebook.com/groups/traveler168/posts/1858000144715361,#桃園出發星宇航空4/19-22報名付訂第二人減-3000元浪漫芝櫻星夜景日-函館山夜景、芝櫻庭園、馬公園、企鵝遊行函館山纜車賞夜景三島先生~芝櫻庭園北國馬公園~馬場內活動體驗六選一銀之鐘咖啡館（贈Kitty咖啡杯．並加贈小甜點或蛋糕一份）尼克斯海洋公園昭和新山出發日期 5月256月1 即將成團賞櫻價$37500元起/位行程連結https://tour.lifetour.com.tw/detail/HKDT5JX24005......報名請洽 #五福旅遊 李育青聯繫電話 0989779871Line帳號 https://tinyurl.com/25mgcfyf
